0.326	0.96	0.896	0.536	0.008	0.586	0.276	0.908	0.868	0.266	0.588	0.616
0.95	0.668	0.228	0.418	0.418	0.884	0.222	0.33	0.712	0.956	0.112	0.828
0.094	0.972	0.838	0.208	0.86	0.078	0.844	0.222	0.59	0.182	0.724	0.154
0.5	0.99	0.268	0.848	0.212	0.54	0.158	0.754	0.376	0.314	0.282	0.432
0.246	0.036	0.564	0.858	0.536	0.916	0.51	0.014	0.638	0.384	0.952	0.87
0.98	0.976	0.372	0.14	0.148	0.544	0.856	0.796	0.644	0.164	0.404	0.312
0.658	0.686	0.302	0.03	0.048	0.886	0.934	0.224	0.706	0.906	0.25	0.636
0.82	0.124	0.646	0.152	0.206	0.53	0.11	0.738	0.572	0.926	0.712	0.444
0.122	0.944	0.716	0.808	0.346	0.81	0.858	0.358	0.27	0.048	0.656	0.116
0.77	0.324	0.136	0.436	0.73	0.948	0.896	0.124	0.532	0.44	0.604	0.664
0.808	0.202	0.082	0.74	0.384	0.14	0.616	0.542	0.382	0.784	0.676	0.598
0.984	0.796	0.858	0.36	0.302	0.266	0.308	0.53	0.424	0.224	0.97	0.092
0.452	0.736	0.988	0.738	0.738	0.63	0.464	0.48	0.518	0.068	0.902	0.634
0.732	0.894	0.914	0.986	0.616	0.656	0.922	0.85	0.144	0.154	0.86	0.98
0.69	0.144	0.974	0.94	0.352	0.18	0.496	0.714	0.226	0.722	0.88	0.162
0.898	0.168	0.004	0.6	0.436	0.734	0.746	0.218	0.92	0.884	0.494	0.78
0.812	1.0	0.744	0.334	0.422	0.116	0.336	0.262	0.506	0.198	0.622	0.296
0.792	0.308	0.752	0.618	0.966	0.47	0.384	0.14	0.114	0.664	0.946	0.65
0.612	0.492	0.758	0.934	0.672	0.468	0.098	0.786	0.65	0.814	0.09	0.486
0.206	0.864	0.312	0.58	0.566	0.56	0.05	0.482	0.074	0.11	0.1	0.742
0.536	0.926	0.254	0.798	0.976	0.308	0.618	0.588	0.804	0.254	0.916	0.202
0.956	0.286	0.364	0.148	0.428	0.618	0.434	0.29	0.794	0.352	0.272	0.28
0.032	0.692	0.812	0.224	0.504	0.738	0.99	0.348	0.228	0.704	0.208	0.216
0.082	0.592	0.382	0.06	0.782	0.438	0.596	0.692	0.134	0.964	0.134	0.584
0.42	0.384	0.09	0.278	0.7	0.906	0.97	0.426	0.964	0.644	0.856	0.186
0.28	0.764	0.512	0.826	0.358	0.186	0.662	0.54	0.954	0.194	0.832	0.026
0.236	0.662	0.824	0.994	0.208	0.978	0.748	0.23	0.018	0.492	0.108	0.036
0.448	0.35	0.176	0.984	0.514	0.086	0.68	0.382	0.87	0.59	0.268	0.954
0.234	0.672	0.234	0.274	0.598	0.858	0.682	0.412	0.564	0.038	0.452	0.55
0.276	0.3	0.936	0.558	0.948	0.104	0.132	0.47	0.434	0.094	0.328	0.85
0.428	0.162	0.142	0.572	0.594	0.364	0.87	0.986	0.762	0.284	0.664	0.288
0.17	0.774	0.386	0.51	0.08	0.926	0.344	0.894	0.912	0.504	0.686	0.618
0.922	0.072	0.192	0.688	0.524	0.178	0.144	0.2	0.042	0.536	0.306	0.08
0.846	0.03	0.732	0.268	0.05	0.958	0.886	0.896	0.508	0.738	0.064	0.316
0.076	0.726	0.792	0.734	0.78	0.398	0.128	0.992	0.23	0.18	0.096	0.302
0.328	0.67	0.504	0.93	0.778	0.358	0.814	0.802	0.784	0.822	0.312	0.874
0.1	0.026	0.566	0.968	0.316	0.58	0.65	0.464	0.272	0.006	0.026	0.926
0.88	0.808	0.456	0.862	0.078	0.816	0.61	0.652	0.334	0.832	0.888	0.352
1.0	0.218	0.23	0.938	0.054	0.754	0.806	0.43	0.062	0.894	0.478	0.546
0.61	0.832	0.922	0.54	0.552	0.062	0.9	0.882	0.294	0.088	0.116	0.86
0.216	0.322	0.394	0.478	0.596	0.788	0.164	0.562	0.258	0.184	0.184	0.77
0.948	0.652	0.73	0.836	0.452	0.868	0.356	0.308	0.232	0.686	0.006	0.196
0.856	0.498	0.402	0.092	0.584	0.042	0.884	0.132	0.57	0.968	0.238	0.17
0.826	0.998	0.64	0.064	0.934	0.524	0.024	0.066	0.292	0.114	0.052	0.6
0.364	0.048	0.31	0.944	0.922	0.026	0.666	0.328	0.008	0.122	0.896	0.244
0.756	0.524	0.658	0.542	0.41	0.136	0.516	0.626	0.428	0.57	0.558	0.534
0.802	0.188	0.01	0.084	0.228	0.882	0.266	0.004	0.748	0.288	0.52	0.794
0.044	0.902	0.56	0.09	0.664	0.776	0.45	0.322	0.628	0.45	0.742	0.866
0.842	0.34	0.038	0.34	0.612	0.32	0.8	0.414	0.692	0.07	0.186	0.792
0.36	0.782	0.324	0.588	0.266	0.522	0.444	0.502	0.086	0.398	0.078	0.696
0.686	0.262	0.532	0.424	0.468	0.562	0.346	0.762	0.806	0.65	0.722	0.004
0.92	0.282	0.518	0.64	0.024	0.644	0.272	0.392	0.32	0.854	0.982	0.134
0.656	0.56	0.342	0.552	0.638	0.668	0.834	0.584	0.998	0.404	0.092	0.862
0.434	0.866	0.356	0.83	0.794	0.494	0.022	0.334	0.03	0.206	0.288	0.192
0.208	0.446	0.114	0.472	0.906	0.172	0.186	0.636	0.892	0.91	0.65	0.282
0.902	0.722	0.622	0.44	0.95	0.526	0.188	0.236	0.178	0.682	0.71	0.832
0.68	0.534	0.144	0.62	0.46	0.39	0.03	0.972	0.414	0.46	0.15	0.75
0.994	0.424	0.88	0.022	0.118	0.798	0.804	0.564	0.408	0.018	0.462	0.596
0.166	0.406	0.24	0.392	0.274	0.634	0.502	0.184	0.322	0.144	0.83	0.176
0.63	0.952	0.76	0.086	0.938	0.1	0.75	0.442	0.35	0.646	0.836	0.756
0.614	0.362	0.762	0.338	0.232	0.844	0.334	0.12	0.264	0.02	0.068	0.702
0.798	0.29	0.332	0.656	0.176	0.68	0.438	0.964	0.858	0.326	0.618	0.902
0.796	0.4	0.478	0.562	0.634	0.74	0.686	0.022	0.47	0.142	0.822	0.628
0.62	0.45	0.524	0.074	0.26	0.79	0.286	0.19	0.26	0.148	0.29	0.078
0.404	0.558	0.816	0.704	0.916	0.834	0.7	0.088	0.188	0.262	0.222	0.496
0.942	0.246	0.256	0.9	0.096	0.59	0.482	0.418	0.39	0.548	0.632	0.018
0.38	0.252	0.628	0.892	0.2	0.166	0.136	0.064	0.222	0.604	0.942	0.46
0.91	0.71	0.052	0.264	0.312	0.04	0.082	0.678	0.496	0.408	0.878	0.188
0.96	0.838	0.942	0.998	0.434	0.866	0.056	0.828	0.9	0.712	0.438	0.366
0.876	0.604	0.958	0.812	0.168	0.462	0.194	0.1	0.562	0.204	0.098	0.884
0.132	0.876	0.058	0.776	0.424	0.752	0.994	0.424	0.83	0.612	0.994	0.09
0.568	0.232	0.58	0.516	0.574	0.896	0.936	0.238	0.76	0.12	0.918	0.896
0.416	0.596	0.998	0.288	0.9	0.646	0.44	0.024	0.216	0.792	0.738	0.982
0.84	0.376	0.246	0.388	0.832	0.294	0.792	0.646	0.714	0.422	0.346	0.322
0.304	0.192	0.75	0.236	0.97	0.984	0.956	0.168	0.682	0.396	0.342	0.524
0.834	0.54	0.822	0.494	0.624	0.37	0.046	0.166	0.64	0.672	0.448	0.722
0.41	0.632	0.89	0.15	0.652	0.164	0.448	0.158	0.234	0.25	0.75	0.038
0.006	0.532	0.092	0.882	0.954	0.608	0.656	0.288	0.096	0.126	0.728	0.236
0.752	0.742	0.184	0.544	0.618	0.766	0.184	0.098	0.716	0.848	0.144	0.508
0.78	0.292	0.726	0.506	0.19	0.576	0.066	0.826	0.282	0.948	0.864	0.962
0.738	0.154	0.654	0.86	0.222	0.248	0.18	0.862	0.314	0.698	0.756	0.232
0.286	0.014	0.318	0.076	0.462	0.762	0.378	0.524	0.61	0.83	0.91	0.898
0.782	0.472	0.43	0.282	0.084	0.428	0.864	0.586	0.094	0.364	0.214	0.406
0.622	0.948	0.948	0.124	0.472	0.504	0.83	0.086	0.384	0.576	0.264	0.492
0.444	0.164	0.794	0.914	0.614	0.084	0.014	0.34	0.852	0.41	0.362	0.38
0.426	0.248	0.44	0.202	0.318	0.684	0.634	0.138	0.52	0.944	0.956	0.168
0.72	0.09	0.06	0.496	0.224	0.132	0.694	0.304	0.796	0.582	0.84	0.274
0.188	0.64	0.468	0.988	0.092	0.764	0.882	0.8	0.844	0.97	0.58	0.02
0.962	0.32	0.698	0.626	0.682	0.614	0.152	0.404	0.404	0.002	0.882	0.488
0.648	0.388	0.994	0.654	0.27	0.436	0.6	0.612	0.822	0.844	0.806	0.574
0.318	0.422	0.558	0.318	0.36	0.324	0.178	0.122	0.918	0.856	0.058	0.174
0.698	0.882	0.714	0.482	0.836	0.452	0.944	0.56	0.466	0.232	0.774	0.374
0.522	0.704	0.474	0.464	0.282	0.284	0.762	0.16	0.7	0.696	0.094	0.424
0.29	0.624	0.876	0.188	0.244	0.616	0.058	0.71	0.996	0.666	0.576	0.484
0.924	0.14	0.18	0.61	0.1	0.368	0.888	0.08	0.242	0.986	0.98	0.102
0.916	0.084	0.582	0.486	0.114	0.604	0.962	0.596	0.878	0.062	0.962	0.112
0.626	0.678	0.708	0.69	0.246	0.264	0.274	0.834	0.856	0.748	0.516	0.284
0.664	0.622	0.442	0.774	0.122	0.554	0.572	0.096	0.578	0.578	0.784	0.84
0.174	0.074	0.508	0.756	0.496	0.874	0.852	0.476	0.78	0.356	0.386	0.802
0.632	0.546	0.05	0.592	0.474	0.334	0.874	0.998	0.84	0.414	0.292	0.208
0.534	0.966	0.032	0.992	0.918	0.362	0.304	0.726	0.24	0.31	0.818	0.104
0.646	0.63	0.21	0.838	0.978	0.686	0.548	0.774	0.358	0.694	0.93	0.03
0.65	0.008	0.346	0.666	0.762	0.584	0.47	0.55	0.62	0.448	0.716	0.342
0.764	0.26	0.742	0.604	0.272	0.96	0.536	0.57	0.002	0.846	0.234	0.002
0.992	0.228	0.35	0.45	0.13	0.296	0.948	0.576	0.824	0.734	0.82	0.39
0.12	0.056	0.596	0.522	0.79	0.694	0.456	0.006	0.4	0.95	0.46	0.048
0.454	0.636	0.63	0.046	0.332	0.606	0.124	0.106	0.802	0.904	0.698	0.872
0.564	0.412	0.49	0.394	0.138	0.402	0.16	0.842	0.16	0.258	0.912	0.23
0.594	0.518	0.652	0.218	0.996	0.508	0.388	0.118	0.614	0.834	0.886	0.876
0.608	0.1	0.438	0.612	0.558	0.902	0.98	0.214	0.738	0.014	0.36	0.054
0.298	0.8	0.008	0.126	0.02	0.856	0.3	0.388	0.588	0.192	0.534	0.29
0.712	0.098	0.578	0.252	0.8	0.36	0.906	0.286	0.044	0.004	0.146	0.124
0.45	0.096	0.012	0.816	0.502	0.386	0.21	0.804	0.366	0.078	0.812	0.984
0.848	0.522	0.348	0.92	0.588	0.222	0.968	0.492	0.124	0.75	0.598	0.158
0.484	0.798	0.77	0.894	0.666	0.944	0.118	0.058	0.482	0.758	0.236	0.576
0.24	0.328	0.702	0.598	0.492	0.482	0.242	0.242	0.346	0.952	0.02	0.438
0.918	0.358	0.344	0.276	0.818	0.122	0.004	0.386	0.122	0.502	0.122	0.912
0.362	0.606	0.664	0.312	0.712	0.506	0.42	0.268	0.152	0.462	0.538	0.82
0.036	0.804	0.362	0.27	0.152	0.456	0.34	0.21	0.504	0.498	0.794	0.91
0.288	0.394	0.328	0.044	0.482	0.098	0.32	0.68	0.15	0.858	0.762	0.468
0.988	0.018	0.006	0.77	0.69	0.396	0.328	0.832	0.872	0.62	0.772	0.768
0.4	0.244	0.124	0.048	0.71	0.474	0.26	0.496	0.336	0.06	0.782	0.118
0.102	0.18	0.096	0.936	0.032	0.202	0.842	0.776	0.25	0.276	0.572	0.514
0.878	0.366	0.412	0.71	0.4	0.262	0.22	0.642	0.076	0.346	0.526	0.178
0.548	0.086	0.206	0.52	0.622	0.778	0.472	0.592	0.814	0.532	0.244	0.732
0.07	0.064	0.208	0.896	0.164	0.162	0.25	0.974	0.746	0.298	0.188	0.946
0.52	0.964	0.41	0.078	0.004	0.174	0.424	0.258	0.686	0.058	0.378	0.12
0.79	0.326	0.45	0.19	0.276	0.488	0.674	0.63	0.11	0.42	0.416	0.356
0.832	0.488	0.916	0.408	0.766	0.234	0.728	0.248	0.63	0.134	0.07	0.384
0.138	0.208	0.352	0.634	0.692	0.014	0.092	0.884	0.874	0.804	0.21	0.166
0.292	0.108	0.19	0.582	0.018	0.498	0.332	0.49	0.826	0.436	0.646	0.678
0.506	0.484	0.598	0.686	0.51	0.876	0.342	0.25	0.352	0.71	0.626	0.498
0.01	0.7	0.218	0.526	0.432	0.678	0.824	0.608	0.618	0.78	0.694	0.99
0.418	0.31	0.258	0.868	0.398	0.718	0.43	0.264	0.08	0.478	0.174	0.988
0.526	0.284	0.294	0.724	0.376	0.952	0.866	0.954	0.29	0.706	0.04	0.932
0.072	0.992	0.048	0.728	0.014	0.94	0.27	0.134	0.332	0.888	0.926	0.15
0.606	0.93	0.97	0.042	0.946	0.924	0.008	0.374	0.246	0.026	0.274	0.428
0.052	0.01	0.488	0.49	0.932	0.808	0.894	0.924	0.6	0.962	0.352	0.396
0.386	0.786	0.638	0.138	0.568	0.998	0.234	0.06	0.084	0.824	0.322	0.648
0.084	0.04	0.848	0.926	0.322	0.304	0.632	0.854	0.286	0.684	0.08	0.858
0.71	0.696	0.244	0.638	0.972	0.158	0.878	0.772	0.082	0.124	0.318	0.814
0.39	0.054	0.13	0.3	0.888	0.822	0.06	0.296	0.982	0.468	0.998	0.958
0.742	0.16	0.992	0.602	0.226	0.728	0.458	0.578	0.448	0.572	0.726	0.784
0.202	0.426	0.358	0.784	0.04	0.574	0.974	0.458	0.698	0.2	0.672	0.788
0.446	0.784	0.91	0.956	0.414	0.894	0.19	0.872	0.576	0.996	0.41	0.334
0.882	0.468	0.686	0.59	0.974	0.72	0.808	0.878	0.514	0.566	0.076	0.608
0.074	0.002	0.056	0.616	0.016	0.226	0.726	0.048	0.646	0.278	0.846	0.07
0.354	0.776	0.932	0.778	0.716	0.336	0.096	0.196	0.436	0.308	0.61	0.718
0.64	0.946	0.51	0.886	0.136	0.256	0.268	0.292	0.85	0.746	0.31	0.224
0.336	0.694	0.956	0.662	0.186	0.914	0.57	0.62	0.776	0.728	0.594	0.786
0.734	0.856	0.298	0.66	0.216	0.97	0.1	0.436	0.524	0.222	0.628	0.246
0.104	0.458	0.55	0.794	0.438	0.518	0.982	0.816	0.054	0.118	0.804	0.606
0.636	0.5	0.906	0.736	0.448	0.356	0.298	0.274	0.516	0.418	0.35	0.472
0.462	0.404	0.594	0.796	0.842	0.434	0.172	0.516	0.066	0.296	0.554	0.882
0.724	0.684	0.458	0.402	0.14	0.698	0.904	0.302	0.02	0.528	0.008	0.752
0.58	0.166	0.118	0.866	0.43	0.664	0.08	0.758	0.988	0.434	0.12	0.454
0.116	0.608	0.888	0.026	0.388	0.528	0.554	0.81	0.41	0.362	0.616	0.344
0.906	0.614	0.886	0.652	0.862	0.89	0.04	0.206	0.156	0.89	0.132	0.754
0.056	0.562	0.11	0.062	0.52	0.542	0.108	0.094	0.444	0.96	0.7	0.658
0.308	0.182	0.476	0.78	0.68	0.736	0.586	0.99	0.916	0.28	0.456	0.462
0.672	0.336	0.106	0.168	0.864	0.414	0.734	0.674	0.86	0.484	0.194	0.04
0.114	0.85	0.54	0.98	0.874	0.648	0.676	0.782	0.896	0.028	0.23	0.18
0.762	0.442	0.128	0.644	0.66	0.238	0.126	0.918	0.098	0.716	0.842	0.13
0.022	0.118	0.95	0.952	0.182	0.828	0.106	0.946	0.648	0.806	0.688	0.778
0.774	0.814	0.292	0.452	0.162	0.564	0.72	0.162	0.948	0.828	0.854	0.888
0.054	0.23	0.576	0.788	0.088	0.048	0.198	0.572	0.418	0.594	0.332	0.978
0.066	0.896	0.804	0.854	0.116	0.726	0.77	0.112	0.906	0.64	0.138	0.536
0.81	0.956	0.156	0.37	0.654	0.46	0.146	0.658	0.674	0.866	0.002	0.542
0.772	0.396	0.978	0.722	0.288	0.412	0.394	0.688	0.782	0.624	0.606	0.646
0.254	0.456	0.126	0.112	0.28	0.588	0.256	0.144	0.548	0.294	0.256	0.796
0.838	0.928	0.132	0.144	0.56	0.836	0.028	0.942	0.412	0.652	0.974	0.324
0.894	0.674	0.806	0.04	0.656	0.472	0.288	0.008	0.95	0.406	0.158	0.976
0.204	0.356	0.668	0.708	0.828	0.348	0.508	0.67	0.162	0.312	0.884	0.838
0.696	0.194	0.774	0.964	0.026	0.602	0.542	0.44	0.046	0.358	0.92	0.92
0.04	0.33	0.93	0.814	0.508	0.388	0.246	0.73	0.866	0.328	0.468	0.086
0.338	0.588	0.608	0.248	0.248	0.112	0.528	0.368	0.554	0.506	0.638	0.724
0.134	0.176	0.28	0.23	0.968	0.548	0.454	0.032	0.624	0.19	0.574	0.24
0.766	0.156	0.48	0.098	0.876	0.43	0.236	0.364	0.56	0.88	0.644	0.728
0.794	0.436	0.042	0.668	0.796	0.672	0.226	0.838	0.91	0.43	0.578	0.164
0.884	0.184	0.168	0.232	0.484	0.768	0.406	0.37	0.422	0.472	0.506	0.226
0.516	0.222	0.034	0.81	0.32	0.51	0.01	0.708	1.0	0.516	0.614	0.806
0.604	0.272	0.264	0.904	0.544	0.17	0.094	0.58	0.67	0.292	0.018	0.554
0.562	0.74	0.154	0.316	0.386	0.4	0.292	0.522	0.622	0.802	0.428	0.936
0.018	0.298	0.52	0.28	0.846	0.65	0.712	0.632	0.976	0.024	0.114	0.022
0.478	0.158	0.502	0.488	0.306	0.092	0.648	0.31	0.55	0.22	0.106	0.556
0.06	0.034	0.894	0.456	0.576	0.824	0.322	0.876	0.236	0.102	0.51	0.47
0.26	0.088	0.764	0.096	0.928	0.216	0.938	0.39	0.416	0.598	0.936	0.034
0.278	0.584	0.486	0.43	0.722	0.912	0.73	0.35	0.446	0.386	0.044	0.544
0.8	0.274	0.562	0.006	0.886	0.002	0.742	0.056	0.836	0.836	0.014	0.222
0.944	0.236	0.266	0.614	0.49	0.072	0.28	0.582	0.204	0.678	0.8	0.572
0.524	0.444	0.016	0.122	0.698	0.62	0.996	0.266	0.396	0.77	0.022	0.89
0.44	0.22	0.39	0.502	0.77	0.954	0.33	0.548	0.536	0.634	0.2	0.676
0.926	0.454	0.112	0.266	0.732	0.108	0.382	0.926	0.168	0.778	0.434	0.504
0.996	0.81	0.232	0.804	0.022	0.006	0.208	0.356	0.808	0.772	0.596	0.242
0.97	0.204	0.084	0.806	0.65	0.558	0.898	0.494	0.18	0.808	0.324	0.52
0.31	0.906	0.514	0.87	0.604	0.87	0.816	0.622	0.908	0.782	0.764	0.336
0.978	0.818	0.572	0.91	0.516	0.378	0.628	0.718	0.426	0.494	0.05	0.494
0.83	0.986	0.62	0.518	0.856	0.966	0.64	0.956	0.07	0.982	0.18	0.61
0.374	0.974	0.736	0.55	0.984	0.096	0.612	0.978	0.904	0.054	0.262	0.622
0.89	0.06	0.712	0.416	0.202	0.972	0.2	0.748	0.06	0.096	0.004	0.566
0.546	0.958	0.492	0.474	0.982	0.066	0.196	0.836	0.266	0.216	0.072	0.734
0.862	0.226	0.934	0.982	0.154	0.33	0.976	0.188	0.2	0.574	0.786	0.128
0.408	0.24	0.078	0.058	0.742	0.046	0.212	0.27	0.268	0.912	0.968	0.59
0.946	0.884	0.064	0.976	0.108	0.536	0.85	0.488	0.702	0.51	0.498	0.392
0.382	0.006	1.0	0.824	0.806	0.11	0.638	0.792	0.722	0.838	0.964	0.698
0.844	0.242	0.304	0.822	0.884	0.03	0.362	0.366	0.284	0.016	0.32	0.81
0.828	0.042	0.79	0.398	0.62	0.184	0.776	0.75	0.166	0.338	0.088	0.966
0.332	0.95	0.506	0.584	0.812	0.052	0.914	0.156	0.024	0.816	0.54	0.278
0.816	0.414	0.322	0.84	0.278	0.214	0.772	0.4	0.546	0.382	0.552	1.0
0.128	0.314	0.84	0.212	0.172	0.6	0.626	0.6	0.256	0.66	0.156	0.45
0.274	0.48	0.138	0.566	0.09	0.004	0.498	0.324	0.992	0.378	0.9	0.016
0.384	0.17	0.452	0.378	0.728	0.85	0.302	0.864	0.326	0.67	0.798	0.53
0.818	0.744	0.396	0.426	0.382	0.996	0.602	0.136	0.962	0.238	0.556	0.522
0.256	0.39	0.286	0.7	0.044	0.572	0.032	0.892	0.846	0.842	0.33	0.552
0.886	0.398	0.574	0.056	0.992	0.008	0.39	0.208	0.854	0.174	0.852	0.57
0.456	0.886	0.554	0.906	0.556	0.982	0.156	0.082	0.586	0.76	0.658	0.656
0.376	0.68	0.526	0.928	0.442	0.802	0.876	0.152	0.752	0.818	0.862	0.512
0.908	0.714	0.766	0.694	0.218	0.196	0.724	0.128	0.734	0.16	0.166	0.44
0.306	0.648	0.122	0.712	0.98	0.532	0.074	1.0	0.208	0.47	1.0	0.692
0.028	0.306	0.636	0.17	0.74	0.708	0.566	0.146	0.392	0.368	0.758	0.338
0.858	0.452	0.964	0.372	0.464	0.638	0.114	0.922	0.488	0.786	0.73	0.416
0.674	0.552	0.134	0.12	0.416	0.432	0.452	0.226	0.394	0.376	0.78	0.562
0.046	0.576	0.694	0.754	0.334	0.792	0.848	0.474	0.718	0.39	0.232	0.076
0.482	0.36	0.856	0.484	0.368	0.654	0.376	0.74	0.13	0.72	0.354	0.97
0.458	0.9	0.798	0.732	0.066	0.908	0.716	0.232	0.656	0.33	0.37	0.212
0.16	0.566	0.738	0.658	0.714	0.942	0.892	0.532	0.1	0.228	0.278	0.132
0.538	0.344	0.446	0.41	0.404	0.312	0.588	0.598	0.402	0.85	0.296	0.804
0.024	0.146	0.296	0.492	0.5	0.02	0.02	0.454	0.058	0.274	0.768	0.072
0.704	0.178	0.624	0.176	0.64	0.552	0.53	0.95	0.616	0.318	0.74	0.398
0.714	0.368	0.748	0.844	0.106	0.406	0.818	0.174	0.632	0.656	0.458	0.11
0.99	0.778	0.414	0.978	0.644	0.338	0.574	0.538	0.17	0.438	0.544	0.234
0.75	0.836	0.968	0.256	0.126	0.626	0.81	0.428	0.642	0.476	0.422	0.528
0.266	0.126	0.854	0.31	0.426	0.034	0.78	0.284	0.772	0.354	0.69	0.674
0.11	0.276	0.944	0.13	0.694	0.332	0.354	0.04	0.864	0.374	0.172	0.854
0.194	0.688	0.69	0.412	0.31	0.31	0.012	0.434	0.68	0.162	0.512	0.644
0.676	0.062	0.26	0.47	0.348	0.484	0.042	0.644	0.978	0.036	0.748	0.782
0.748	0.916	0.656	0.95	0.764	0.64	1.0	0.306	0.756	0.26	0.992	0.204
0.624	0.75	0.1	0.828	0.586	0.682	0.702	0.734	0.512	0.628	0.984	0.654
0.48	0.474	0.618	0.102	0.12	0.61	0.138	0.746	0.74	0.098	0.442	0.846
0.396	0.428	0.392	0.548	0.512	0.382	0.29	0.722	0.374	0.87	0.666	0.94
0.964	0.994	0.018	0.24	0.336	0.732	0.798	0.406	0.254	0.044	0.24	0.262
0.74	0.574	0.182	0.322	0.642	0.974	0.992	0.452	0.176	0.264	0.388	0.762
0.87	0.234	0.962	0.272	0.636	0.282	0.316	0.32	0.754	0.988	0.444	0.592
0.804	0.536	0.288	0.75	0.998	0.466	0.812	0.664	0.01	0.6	0.976	0.238
0.392	0.77	0.148	0.564	0.34	0.152	0.13	0.378	0.244	0.852	0.89	0.19
0.228	0.212	0.194	0.21	0.252	0.08	0.216	0.03	0.164	0.046	0.084	0.906
0.722	0.41	0.38	0.958	0.522	0.83	0.426	0.034	0.558	0.316	0.26	0.298
0.33	0.872	0.15	0.192	0.094	0.288	0.278	0.18	0.218	0.304	0.19	0.594
0.746	0.348	0.802	0.852	0.988	0.804	0.696	0.824	0.574	0.146	0.226	0.624
0.358	0.46	0.814	0.032	0.914	0.276	0.168	0.342	0.742	0.56	0.376	0.822
0.864	0.258	0.198	0.752	0.838	0.194	0.964	0.344	0.306	0.994	0.294	0.272
0.596	0.822	0.472	0.014	0.53	0.75	0.672	0.61	0.298	0.972	0.79	0.412
0.968	0.186	0.398	0.33	0.11	0.16	0.52	0.018	0.118	0.09	0.372	0.582
0.54	0.418	0.516	0.134	0.196	0.206	0.55	0.276	0.068	0.992	0.048	0.93
0.874	0.148	0.96	0.884	0.062	0.758	0.018	0.616	0.798	0.862	0.924	0.694
0.824	0.214	0.448	0.036	0.646	0.826	0.488	0.506	0.568	0.176	0.408	0.916
0.494	0.538	0.462	0.206	0.144	0.502	0.166	0.448	0.006	0.608	0.446	0.848
0.572	0.762	0.648	0.512	0.89	0.15	0.088	0.514	0.406	0.076	0.894	0.604
0.282	0.2	0.418	0.018	0.84	0.704	0.218	0.186	0.324	0.998	0.72	0.8
0.47	0.52	0.044	0.002	0.582	0.21	0.12	0.362	0.036	0.726	0.692	0.974
0.464	0.512	0.808	0.85	0.486	0.102	0.396	0.038	0.81	0.366	0.406	0.006
0.972	0.028	0.308	0.946	0.802	0.82	0.4	0.15	0.668	0.8	0.488	0.968
0.048	0.332	0.068	0.238	0.898	0.938	0.958	0.686	0.54	0.946	0.736	0.538
0.034	0.402	0.696	0.538	0.086	0.12	0.5	0.798	0.186	0.29	0.206	0.738
0.468	0.834	0.47	0.782	0.328	0.88	0.764	0.858	0.198	0.69	0.396	0.478
0.264	0.28	0.22	0.244	0.002	0.35	0.366	0.24	0.348	0.79	0.046	0.408
0.512	0.988	0.878	0.876	0.606	0.676	0.622	0.712	0.882	0.878	0.5	0.06
0.25	0.478	0.834	0.028	0.082	0.714	0.86	0.914	0.58	0.242	0.518	0.042
